question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿En qué año se lanzó la primera sonda espacial el Sputnik 1?,A,4,curiosidades,10,1957,1960,1955
¿Cuántos años luz de distancia está el quásar más lejano conocido ULAS J1120+0641?,A,4,curiosidades,10,1000 millones de años luz,12000 millones de años luz,14000 millones de años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más lejano conocido GN-z11?,A,4,curiosidades,10,13.000 millones de años luz,12000 millones de años luz,14000 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más pequeño conocido XTE J1650-500?,A,4,curiosidades,10,7.000 años luz,6.000 años luz,8000 años luz
¿En qué año se lanzó la misión New Horizons hacia Plutón?,A,4,curiosidades,10,2006,2010,2005
¿Cuántos años luz de distancia está el agujero negro más brillante conocido V404 Cygni?,A,4,curiosidades,10,7800 años luz,7000 años luz,8500 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más brillante conocido El Gordo?,A,4,curiosidades,10,7000 millones de años luz,6000 millones de años luz,8000 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más oscuro conocido SDSS J010013.02+280225.8?,A,4,curiosidades,10,12000 años luz,11000 años luz,13.000 años luz
¿En qué año se lanzó la primera sonda espacial que exploró Plutón la New Horizons?,A,4,curiosidades,10,2006,2010,2005
¿Cuántos años luz de distancia está el agujero negro más silencioso conocido A0620-00?,A,4,curiosidades,10,3.000 años luz,2.500 años luz,4.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más silencioso conocido Abell 1689?,A,4,curiosidades,10,2.200 millones de años luz,2.000 millones de años luz,2.400 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más ruidoso conocido Cygnus X-1?,A,4,curiosidades,10,6.000 años luz,5.000 años luz,7.000 años luz
¿En qué año se lanzó la misión que envió humanos a la Luna por primera vez el Apolo 11?,A,4,curiosidades,10,1969,1970,1965
¿Cuántos años luz de distancia está el agujero negro más tranquilo conocido GRS 1915+105?,A,4,curiosidades,10,36.000 años luz,35.000 años luz,37.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más tranquilo conocido Coma?,A,4,curiosidades,10,320 millones de años luz,300 millones de años luz,340 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más enérgico conocido SS 433?,A,4,curiosidades,10,16.000 años luz,15.000 años luz,17.000 años luz
¿En qué año se lanzó la primera sonda espacial que visitó Júpiter la Pioneer 10?,A,4,curiosidades,10,1972,1975,1970
¿Cuántos años luz de distancia está el agujero negro más apacible conocido V616 Monocerotis?,A,4,curiosidades,10,3.000 años luz,2.500 años luz,4.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más apacible conocido Hydra-Centaurus?,A,4,curiosidades,10,150 millones de años luz,130 millones de años luz,170 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más animado conocido XTE J1650-500?,A,4,curiosidades,10,7.000 años luz,6.000 años luz,8.000 años luz
¿En qué año se lanzó la primera sonda espacial que exploró Saturno la Pioneer 11?,A,4,curiosidades,10,1973,1976,1970
¿Cuántos años luz de distancia está el agujero negro más eufórico conocido Cygnus X-1?,A,4,curiosidades,10,6.000 años luz,5.000 años luz,7.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más eufórico conocido El Gordo?,A,4,curiosidades,10,7.000 millones de años luz,6.000 millones de años luz,8.000 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más risueño conocido GRS 1915+105?,A,4,curiosidades,10,36.000 años luz,35.000 años luz,37.000 años luz
¿En qué año se lanzó la primera sonda espacial que aterrizó en Marte la Viking 1?,A,4,curiosidades,10,1975,1980,1970
¿Cuántos años luz de distancia está el agujero negro más alegre conocido SS 433?,A,4,curiosidades,10,16.000 años luz,15.000 años luz,17.000 años luz
¿Cuántos años luz de distancia está el cúmulo de galaxias más alegre conocido Coma?,A,4,curiosidades,10,320 millones de años luz,300 millones de años luz,340 millones de años luz
¿Cuántos años luz de distancia está el agujero negro más entusiasta conocido Cygnus X-1?,A,4,curiosidades,10,6.000 años luz,5.000 años luz,7.000 años luz
¿En qué año se lanzó la misión que envió humanos por primera vez a la órbita terrestre el Vostok 1?,A,4,curiosidades,10,1961,1965,1957
¿Cuál es la unidad básica de energía en el sistema internacional?,A,1,energia_fisica_espiritualidad,10,Julio,Watt,Kilogramo-metro
¿En qué año se formuló la teoría de la relatividad especial por Albert Einstein?,A,1,energia_fisica_espiritualidad,10,1905,1910,1920
¿Cuál es la partícula fundamental responsable de la transmisión de la fuerza electromagnética?,A,1,energia_fisica_espiritualidad,10,Fotón,Quark,Bosón W
¿Cuál es el componente básico de la materia según la teoría de partículas elementales?,A,1,energia_fisica_espiritualidad,10,Quark,Electrón,Neutrino
¿Qué ley fundamental establece que la energía no puede ser creada ni destruida solo transformada de una forma a otra?,A,1,energia_fisica_espiritualidad,10,Ley de la conservación de la energía,Ley de Ohm,Ley de Coulomb
¿En qué año se descubrió la existencia del electrón por J.J. Thomson?,A,1,energia_fisica_espiritualidad,10,1897,1905,1910
¿Cuál es la unidad de medida de la frecuencia en el sistema internacional?,A,1,energia_fisica_espiritualidad,10,Hertz,Newton,Watt
¿Qué teoría sugiere que todas las partículas subatómicas están compuestas por cuerdas vibrantes?,A,1,energia_fisica_espiritualidad,10,Teoría de cuerdas,Teoría de la relatividad,Teoría cuántica
¿Cuál es la fuente principal de energía en el Sol?,A,1,energia_fisica_espiritualidad,10,Fusión nuclear,Fisión nuclear,Reacciones químicas
¿Cuál es la unidad de medida de la carga eléctrica en el sistema internacional?,A,1,energia_fisica_espiritualidad,10,Coulomb,Voltio,Ohmio
¿En qué año se propuso la famosa ecuación E=mc^2 por Albert Einstein?,A,1,energia_fisica_espiritualidad,10,1905,1915,1920
¿Cuál es la partícula que se asocia con el campo de Higgs y confiere masa a otras partículas?,A,1,energia_fisica_espiritualidad,10,Bosón de Higgs,Bosón W,Fotón
¿Cuál es la principal fuente de energía utilizada en la actualidad para la generación de electricidad a nivel mundial?,A,1,energia_fisica_espiritualidad,10,Energía fósil,Energía nuclear,Energía solar
¿Cuál es el principio cuántico que establece que no se puede conocer simultáneamente la posición y el momento de una partícula con precisión infinita?,A,1,energia_fisica_espiritualidad,10,Principio de incertidumbre,Principio de exclusión,Principio de superposición
¿Cuál es el nombre del campo de estudio que explora la conexión entre la mente y la realidad cuántica?,A,2,energia_fisica_espiritualidad,10,Física cuántica y conciencia,Psicofísica cuántica,Neurofísica cuántica
¿En qué año se propuso la teoría de la relatividad general por Albert Einstein?,A,2,energia_fisica_espiritualidad,10,1915,1910,1920
¿Cuál es la teoría que describe la naturaleza dual de las partículas subatómicas mostrando propiedades tanto de partícula como de onda?,A,2,energia_fisica_espiritualidad,10,Teoría cuántica,Teoría de cuerdas,Teoría de la relatividad
¿Cuál es el nombre de la práctica espiritual que se centra en la atención plena y la conciencia del momento presente?,A,2,energia_fisica_espiritualidad,10,Mindfulness,Meditación trascendental,Yoga
¿En qué año se descubrió el bosón W y el bosón Z confirmándose así la teoría electrodébil?,A,2,energia_fisica_espiritualidad,10,1983,1980,1985
¿Cuál es el nombre de la teoría que busca unificar las fuerzas fundamentales de la naturaleza?,A,2,energia_fisica_espiritualidad,10,Teoría del todo,Teoría de cuerdas,Teoría de la relatividad
¿Qué fenómeno cuántico sugiere que dos partículas pueden estar entrelazadas y sus estados correlacionados instantáneamente a largas distancias?,A,2,energia_fisica_espiritualidad,10,Entrelazamiento cuántico,Túneles cuánticos,Superposición cuántica
¿Cuál es el nombre de la práctica espiritual que se enfoca en la expansión de la conciencia a través de experiencias fuera del cuerpo?,A,2,energia_fisica_espiritualidad,10,Experiencias extracorporales,Astralismo,Meditación astral
¿En qué año se descubrió el neutrino una partícula subatómica neutral y extremadamente pequeña?,A,2,energia_fisica_espiritualidad,10,1956,1960,1950
¿Qué concepto cuántico sugiere que las partículas pueden existir en múltiples estados al mismo tiempo hasta que se miden?,A,2,energia_fisica_espiritualidad,10,Superposición cuántica,Entrelazamiento cuántico,Colapso cuántico
¿Cuál es el nombre de la teoría que propone la existencia de múltiples universos paralelos?,A,2,energia_fisica_espiritualidad,10,Teoría de multiverso,Teoría de cuerdas,Teoría cuántica
¿Qué ley fundamental establece que la resistencia de un conductor eléctrico es directamente proporcional a la corriente que fluye a través de él?,A,2,energia_fisica_espiritualidad,10,Ley de Ohm,Ley de Faraday,Ley de Coulomb
¿Cuál es el nombre de la práctica espiritual que se enfoca en la canalización de energía universal para promover la curación?,A,2,energia_fisica_espiritualidad,10,Reiki,Qi Gong,Pranic Healing
¿En qué año se descubrió el bosón de Higgs en el Gran Colisionador de Hadrones (LHC)?,A,2,energia_fisica_espiritualidad,10,2012,2010,2015
¿Cuál es el nombre de la teoría que sugiere que el espacio-tiempo puede curvarse debido a la presencia de masa y energía?,A,2,energia_fisica_espiritualidad,10,Teoría de la relatividad general,Teoría de la relatividad especial,Teoría de cuerdas
¿Qué teoría propone que la conciencia es un fenómeno fundamental en el universo?,A,2,energia_fisica_espiritualidad,10,Panpsiquismo,Idealismo,Materalismo
¿En qué año se confirmó la existencia de la quinta partícula elemental el bosón de Higgs en el Gran Colisionador de Hadrones (LHC)?,A,2,energia_fisica_espiritualidad,10,2012,2010,2015
¿Cuál es el nombre de la práctica espiritual que se centra en el control de la respiración y la meditación?,A,2,energia_fisica_espiritualidad,10,Pranayama,Mindfulness,Yoga
¿Cuál es el nombre del campo de estudio que explora la conexión entre la conciencia y la energía cuántica?,A,2,energia_fisica_espiritualidad,10,Física cuántica y conciencia,Neurofísica cuántica,Psicofísica cuántica
¿En qué año se descubrió el positrón la primera partícula de antimateria?,A,2,energia_fisica_espiritualidad,10,1932,1930,1940
¿Cuál es el nombre de la teoría que sugiere que la conciencia es fundamental en la creación de la realidad?,A,2,energia_fisica_espiritualidad,10,Idealismo,Realismo,Materalismo
¿Cuántos colores tiene un arco iris típicamente visible?,A,2,energia_fisica_espiritualidad,10,7,5,9
¿Cuál es la teoría que sugiere que la conciencia es un campo cuántico que interactúa con el cerebro?,A,2,energia_fisica_espiritualidad,10,Teoría de campos cuánticos,Teoría de la relatividad,Teoría de cuerdas
¿En qué año se descubrieron los neutrinos solares confirmando la teoría de fusión nuclear en el Sol?,A,2,energia_fisica_espiritualidad,10,1968,1970,1965
¿Cuál es el nombre de la práctica espiritual que se enfoca en la concentración y el control de la mente?,A,2,energia_fisica_espiritualidad,10,Meditación,Vipassana,Zen
¿Cuál es la ley que establece que la fuerza de atracción o repulsión entre dos cargas eléctricas es directamente proporcional al producto de sus cargas e inversamente proporcional al cuadrado de la distancia entre ellas?,A,2,energia_fisica_espiritualidad,10,Ley de Coulomb,Ley de Ohm,Ley de Ampère
¿Cuál es el nombre de la práctica espiritual que se basa en la canalización de energía vital a través de los chakras?,A,2,energia_fisica_espiritualidad,10,Yoga,Reiki,Pranic Healing
¿En qué año se descubrió el pión la primera partícula responsable de la fuerza nuclear débil?,A,2,energia_fisica_espiritualidad,10,1947,1950,1955
¿Cuál es el nombre de la teoría que sugiere que la conciencia es un fenómeno emergente del cerebro?,A,2,energia_fisica_espiritualidad,10,Materialismo,Monismo,Neutralismo
¿Cuántas leyes del movimiento formuló Sir Isaac Newton?,A,2,energia_fisica_espiritualidad,10,3,2,4
¿Cuál es el nombre de la práctica espiritual que se enfoca en la conexión con la energía cósmica a través de posturas y respiración?,A,2,energia_fisica_espiritualidad,10,Hatha Yoga,Kundalini Yoga,Jnana Yoga
¿En qué año se propuso la teoría de cuerdas una teoría que describe las partículas subatómicas como cuerdas vibrantes?,A,2,energia_fisica_espiritualidad,10,1985,1990,1980
¿Cuál es el nombre de la teoría que sugiere que la conciencia es fundamental en la creación de la realidad?,A,2,energia_fisica_espiritualidad,10,Idealismo,Panpsiquismo,Materalismo
¿Cuántas dimensiones propone la teoría de cuerdas?,A,2,energia_fisica_espiritualidad,10,11,10,12
¿Cuál es el nombre de la práctica espiritual que se centra en la conexión con el ser interior a través de la meditación y el silencio?,A,2,energia_fisica_espiritualidad,10,Vipassana,Mindfulness,Samatha
¿En qué año se descubrió el neutrón una partícula subatómica neutra en el núcleo del átomo?,A,2,energia_fisica_espiritualidad,10,1932,1930,1940
¿Cuál es el nombre de la teoría que sugiere que la conciencia es un campo cuántico que interactúa con el cerebro?,A,2,energia_fisica_espiritualidad,10,Física cuántica y conciencia,Psicofísica cuántica,Teoría de cuerdas
¿Cuántos tipos de neutrinos existen en la naturaleza?,A,2,energia_fisica_espiritualidad,10,3,2,4
¿Cómo se llama la teoría que sugiere que la mente y la intención pueden influir en el mundo físico?,A,1,espiritualidad,10,Efecto placebo,Ley de la atracción,Efecto dominó
¿Cuál es el término que describe la capacidad del cerebro para influir en la salud física a través de procesos mentales?,A,1,espiritualidad,10,Poder de la mente,Psiconeuroinmunología,Neuroplasticidad
¿Qué fenómeno se asocia con la capacidad del cerebro para influir en eventos aleatorios y generar patrones significativos?,A,1,espiritualidad,10,Sincronicidad,Telepatía,Resonancia magnética
¿Cómo se llama la creencia en la capacidad del cerebro para comunicarse con otros a través de pensamientos sin palabras?,A,1,espiritualidad,10,Telepatía,Clarividencia,Premonición
¿Cuál es el nombre del fenómeno que implica la capacidad del cerebro para percibir información más allá de los sentidos tradicionales?,A,1,espiritualidad,10,Percepción extrasensorial (PES),Intuición,Sensación subconsciente
¿En qué campo de estudio se explora la conexión entre la mente la conciencia y la energía del cerebro?,A,1,espiritualidad,10,Neurociencia espiritual,Física cuántica y conciencia,Parapsicología
¿Cómo se llama la teoría que sugiere que el cerebro puede influir en la realidad a través de la observación y la intención consciente?,A,1,espiritualidad,10,Teoría del observador,Teoría de la intención,Teoría de la mente cuántica
¿Cuál es el término que describe la capacidad del cerebro para autorregularse y mantener un equilibrio interno?,A,1,espiritualidad,10,Homeostasis,Equilibrio mental,Autoregulación neuronal
¿En qué área del cerebro se ha observado actividad durante prácticas meditativas y estados de conexión con el entorno?,A,1,espiritualidad,10,Corteza prefrontal,Sistema límbico,Corteza cingulada
¿Cuál es el nombre del fenómeno que implica la influencia del pensamiento positivo en la mejora de la salud y el bienestar?,A,1,espiritualidad,10,Efecto placebo,Efecto de autosanación,Poder de la mente
¿En qué medida la creencia en la conexión mente-cuerpo puede afectar la respuesta del sistema inmunológico?,A,1,espiritualidad,10,Psiconeuroinmunología,Teoría de la mente cuántica,Homeostasis neural
